id,name,elevation,latitude_dms,longitude_dms,latitude_dd,longitude_dd,cities_id,cod_mapa
214,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAICÓ/RN,169.85,06°27'S,37°05'W,,,3704,
215,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MACAU/RN,3.43,05°07'S,36°46'W,,,3759,
216,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOSSORÓ/RN,36.00,05°12'S,37°18'W,,,3768,
217,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE APODI/RN,150.00,05°40'S,37°47'W,,,3691,
218,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CALCANHAR/RN,17.00,05°09'S,35°27'W,,,3840,
219,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA CRUZ/RN,237.00,06°13'S,36°01'W,,,3802,
220,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARACAJÚ/SE,4.72,10°57'S,37°03'W,,,5352,
221,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITABAIANINHA/SE,208.00,11°16'S,37°47'W,,,5377,
222,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE POÇO VERDE/SE,362.00,10°44'S,38°06'W,,,5403,
223,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARIRA/SE,308.00,10°23'S,37°44'W,,,5362,
224,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BREJO GRANDE/SE,10.00,10°25'S,36°28'W,,,5357,
225,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRQ. EST. CHANDLESS/AC,206.00,09°21'S,69°56'W,,,89,
226,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO BRANCO/AC,220.00,09°57'S,68°09'W,,,94,
227,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CRUZEIRO DO SUL/AC,220.00,07°36'S,72°40'W,,,84,
228,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO WALTER/AC,204.00,08°16'S,72°44'W,,,93,
229,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARECHAL THAUMATURGO/AC,230.00,08°57'S,72°47'W,,,90,
230,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FEIJO/AC,163.00,08°08'S,70°20'W,,,86,
231,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE EPITACIOLANDIA/AC,217.00,11°01'S,68°44'W,,,85,
232,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANAUS/AM,67.00,03°07'S,59°57'W,,,256,
233,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE EIRUNEPÉ/AM,143.00,06°39'S,69°52'W,,,240,
234,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BOCA DO ACRE/AM,111.00,08°46'S,67°19'W,,,231,
235,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LABREA/AM,64.00,07°15'S,64°47'W,,,253,
236,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE HUMAITA/AM,72.00,07°38'S,63°04'W,,,244,
237,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE APUI/AM,168.00,07°12'S,59°53'W,,,223,
238,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE COARI/AM,43.00,04°05'S,63°08'W,,,238,
239,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANACAPURU/AM,19.00,03°17'S,60°37'W,,,254,
240,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AUTAZES/AM,28.00,03°34'S,59°07'W,,,225,
241,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITACOATIARA/AM,37.00,03°07'S,58°28'W,,,247,
242,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MAUÉS/AM,35.00,03°23'S,57°40'W,,,259,
243,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARINTINS/AM,35.00,02°38'S,56°45'W,,,264,
244,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE URUCARA/AM,17.00,02°32'S,57°45'W,,,279,
245,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO URUBU/AM,59.00,02°25'S,59°33'W,,,267,
246,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRES. FIGUEIREDO/AM,92.00,02°03'S,60°01'W,,,266,
247,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARCELOS/AM,17.00,00°59'S,62°55'W,,,226,
248,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANICORÉ/AM,71.00,05°48'S,61°07'W,,,257,
249,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. G. DA CACHOEIRA/AM,90.00,00°07'S,67°03'W,,,270,
250,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OIAPOQUE/AP,19.00,03°48'N,51°51'W,,,211,
251,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TARTARUGALZINHO/AP,21.00,01°29'N,50°55'W,,,217,
252,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO GRANDE/AP,77.00,00°42'N,51°25'W,,,213,
253,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MACAPA/AP,27.00,03°52'S,51°08'W,,,209,
254,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELÉM/PA,24.00,01°24'S,48°26'W,,,2435,
255,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASTANHAL/PA,65.00,01°18'S,47°55'W,,,2452,
256,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MEDICILANDIA/PA,251.00,03°30'S,52°57'W,,,2486,
257,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PACAJÁ/PA,108.00,03°50'S,50°38'W,,,2502,
258,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PLACAS/PA,96.00,03°52'S,54°14'W,,,2509,
259,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARAGOMINAS/PA,101.00,03°00'S,47°20'W,,,2504,
260,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TOMÉ AÇU/PA,38.00,02°24'S,48°09'W,,,2549,
261,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RONDON DO PARÁ/PA,221.00,04°47'S,48°04'W,,,2518,
262,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SALINÓPOLIS/PA,21.00,00°37'S,47°21'W,,,2520,
263,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BRAGANÇA/PA,33.00,01°04'S,46°46'W,,,2440,
264,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOURE/PA,11.00,00°48'S,48°30'W,,,2545,
265,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TUCURUÍ/PA,148.00,03°49'S,49°40'W,,,2553,
266,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRA DOS CARAJÁS/PA,719.00,06°04'S,50°08'W,,,2505,
267,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAITUBA/PA,131.00,04°16'S,55°59'W,,,2474,
268,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ÓBIDOS/PA,96.00,05°21'S,49°07'W,,,2497,
269,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTANA DO ARAGUAIA/PA,168.00,09°20'S,50°21'W,,,2528,
270,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TUCUMA/PA,302.00,06°44'S,51°08'W,,,2552,
271,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVO REPARTIMENTO/PA,113.00,04°15'S,49°55'W,,,2496,
272,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMETÁ/PA,22.00,02°14'S,49°29'W,,,2448,
273,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTE ALEGRE/PA,96.00,02°00'S,54°04'W,,,2490,
274,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARABA/PA,116.00,05°10'S,49°22'W,,,2482,
275,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE C. DO ARAGUAIA/PA,180.00,08°15'S,49°16'W,,,2455,
276,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MINA DO PALITO/PA,261.00,06°19'S,55°47'W,,,2474,
277,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE XINGUARA/PA,245.00,07°06'S,49°92'W,,,2559,
278,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAPITAO POÇO/PA,81.00,01°44'S,47°03'W,,,2451,
279,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTARÉM/PA,137.00,02°50'S,54°72'W,,,2529,
280,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PORTO VELHO/RO,95.00,08°45'S,63°28'W,,,4381,
281,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VILHENA/RO,590.00,12°44'S,60°09'W,,,4396,
282,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CACOAL/RO,210.00,11°26'S,61°26'W,,,4353,
283,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARIQUEMES/RO,140.00,09°56'S,62°57'W,,,4349,
284,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BOA VISTA/RR,94.00,2°49'N,60°41'W,,,4399,
285,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PALMAS/TO,280.00,10°11'S,48°18'W,,,5513,
286,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARANÃ/TO,280.00,12°36'S,47°52'W,,,5518,
287,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PEIXE/TO,242.00,12°01'S,48°33'W,,,5521,
288,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GURUPI/TO,287.00,11°44'S,49°02'W,,,5483,
289,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PEDRO AFONSO/TO,189.00,08°58'S,48°11'W,,,5520,
290,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAGUAÍNA/TO,226.00,07°06'S,48°12'W,,,5436,
291,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIANOPOLIS/TO,732.00,11°35'S,46°50'W,,,5470,
292,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORMOSO DO ARAGUAIA/TO,220.00,11°53'S,49°36'W,,,5478,
293,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MATEIROS/TO,798.00,10°25'S,45°55'W,,,5498,
294,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARIANOPOLID DO TO/TO,203.00,09°34'S,49°43'W,,,5497,
295,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS LINDOS/TO,425.00,08°09'S,46°38'W,,,5454,
296,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAGUATINS/TO,117.00,05°38'S,48°06'W,,,5438,
297,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA FE DO ARAGUAIA/TO,171.00,07°12'S,48°78'W,,,5540,
298,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO SONO/TO,291.00,09°16'S,47°13'W,,,5537,
299,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIUM/TO,161.00,10°47'S,49°62'W,,,5525,
300,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA ROSA DO TOCANTINS/TO,306.00,11°04'S,48°18'W,,,5543,
301,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALMAS/TO,512.00,11°28'S,47°21'W,,,5428,
302,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAGUACU/TO,231.00,12°59'S,49°52'W,,,5435,
303,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VITÓRIA/ES,9.00,20°16'S,40°18'W,,,78,
304,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SANTA TERESA/ES,988.00,19°59'S,40°34'W,,,64,
305,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LINHARES/ES,40.00,19°21'S,40°04'W,,,43,
306,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALFREDO CHAVES/ES,35.00,20°38'S,40°44'W,,,5,
307,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO MATEUS/ES,39.00,18°42'S,39°50'W,,,68,
308,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALEGRE/ES,138.00,20°45'S,41°29'W,,,4,
309,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRES. KENNEDY/ES,80.00,21°06'S,41°02'W,,,59,
310,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA VENECIA/ES,154.00,18°41'S,40°23'W,,,53,
311,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AFONSO CLAUDIO/ES,520.00,20°06'S,41°06'W,,,1,
312,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARBACENA/MG,1155.00,21°13'S,43°46'W,,,1624,
313,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARAXÁ/MG,1020.00,19°36'S,46°56'W,,,1607,
314,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTES CLAROS/MG,646.29,16°43'S,43°52'W,,,2064,
315,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE UBERLÂNDIA/MG,869.00,18°55'S,48°15'W,,,2388,
316,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ALMENARA/MG,208.00,16°16'S,40°40'W,,,1581,
317,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTE VERDE/MG,1500.00,22°51'S,46°02'W,,,1678,
318,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VIÇOSA/MG,712.20,20°46'S,42°52'W,,,2408,
319,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TIMÓTEO/MG,333.00,19°34'S,42°38'W,,,2370,
320,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITUIUTABA/MG,560.00,18°57'S,49°30'W,,,1950,
321,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OURO BRANCO/MG,1061.00,20°31'S,43°41'W,,,2101,
322,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S.J.DEL REI/MG,991.00,21°06'S,44°15'W,,,2294,
323,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VARGINHA/MG,955.00,21°34'S,45°24'W,,,2398,
324,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PASSOS/MG,784.00,20°44'S,46°38'W,,,2123,
325,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MURIAÉ/MG,297.00,21°06'S,42°23'W,,,2070,
326,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JUÍZ DE FORA/MG,950.00,21°46'S,43°21'W,,,1982,
327,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPINA VERDE/MG,555.20,19°32'S,49°32'W,,,1684,
328,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CONC. DAS ALAGOAS/MG,568.00,19°59'S,48°09'W,,,1753,
329,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELO HOR. (PAMPULHA)/MG,869.00,19°53'S,43°58'W,,,1629,
330,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SERRA DOS AIMORES/MG,208.00,17°48'S,40°15'W,,,2348,
331,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PATROCÍNIO/MG,976.00,19°00'S,46°58'W,,,2126,
332,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORMIGA/MG,873.00,20°27'S,45°27'W,,,1854,
333,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SACRAMENTO/MG,912.00,19°53'S,47°26'W,,,2224,
334,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MONTALVANIA/MG,512.00,14°24'S,44°21'W,,,2056,
335,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TEÓFILO OTONI/MG,475.00,17°54'S,41°31'W,,,2369,
336,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TRÊS MARIAS/MG,921.00,18°12'S,45°28'W,,,2378,
337,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PASSA QUATRO/MG,1040.00,22°23'S,44°57'W,,,2119,
338,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CALDAS/MG,1150.00,21°55'S,46°22'W,,,1676,
339,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARIA DA FÉ/MG,1276.00,22°18'S,45°22'W,,,2022,
340,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GOVERNADOR VALADARES/MG,263.00,18°47'S,41°59'W,,,1878,
341,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GUANHÃES/MG,860.00,18°47'S,42°56'W,,,1881,
342,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AIMORES/MG,83.74,19°28'S,41°03'W,,,1574,
343,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FLORESTAL/MG,742.00,19°53'S,44°25'W,,,1853,
344,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DORES DO INDAIÁ/MG,722.00,19°28'S,45°35'W,,,1823,
345,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE DIAMANTINA/MG,1356.00,18°13'S,43°38'W,,,1804,
346,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CURVELO/MG,670.00,18°44'S,44°27'W,,,1796,
347,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOCAMBINHO/MG,460.00,15°05'S,44°00'W,,,2175,
348,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANTENA/MG,213.50,18°48'S,40°56'W,,,2019,
349,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAPELINHA/MG,932.00,17°42'S,42°23'W,,,1698,
350,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE UNAI/MG,631.00,16°33'S,46°52'W,,,2390,
351,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ESPINOSA/MG,570.00,14°54'S,42°50'W,,,1836,
352,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BURITIS/MG,894.00,15°31'S,46°26'W,,,1664,
353,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIRAPORA/MG,503.00,17°20'S,44°56'W,,,2163,
354,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE GUARDA-MOR/MG,616.00,17°48'S,47°01'W,,,1888,
355,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO ROMÃO/MG,460.00,16°22'S,45°04'W,,,2317,
356,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CHAPADA GAÚCHA/MG,880.00,15°18'S,45°37'W,,,1741,
357,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ÁGUAS VERMELHAS/MG,740.00,15°41'S,41°26'W,,,1573,
358,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAOBIM/MG,266.00,16°33'S,41°30'W,,,1940,
359,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO PARDO DE MINAS/MG,950.00,15°36'S,43°36'W,,,2210,
360,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SALINAS/MG,495.00,16°10'S,42°17'W,,,2225,
361,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOÃO PINHEIRO/MG,870.00,17°19'S,45°49'W,,,1975,
362,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CARATINGA/MG,615.00,19°44'S,42°08'W,,,1710,
363,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBIRITÈ (ROLA MOÇA)/MG,1208.00,20°01'S,44°04'W,,,1901,
364,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MANHUAÇU/MG,836.00,20°15'S,40°10'W,,,2017,
365,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CORONEL PACHECO/MG,431.00,21°54'S,43°26'W,,,1779,
366,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JANUARIA/MG,480.00,15°44'S,44°36'W,,,1962,
367,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE POMPEU/MG,705.00,19°24'S,45°00'W,,,2171,
368,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO SEBASTIAO DO PARAÍSO/MG,845.00,20°91'S,47°11'W,,,2324,
369,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SETE LAGOAS/MG,719.00,19°45'S,44°17'W,,,2353,
370,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BELO HORIZONTE - CERCADINHO/MG,1214.00,19°97'S,43°95'W,,,1629,
371,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ECOLOGIA AGRÍCOLA/RJ,34.00,22°48'S,43°41'W,,,3671,
372,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MARAMBAIA/RJ,9.70,23°03'S,43°36'W,,,3657,
373,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE XEREM/RJ,33.00,22°35'S,43°16'W,,,3614,
374,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMBUCÍ/RJ,35.00,21°34'S,41°57'W,,,3603,
375,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARRAIAL DO CABO/RJ,4.00,22°58'S,42°00'W,,,3595,
376,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS/RJ,25.00,21°42'S,41°21'W,,,3604,
377,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MACAÉ/RJ,32.00,22°23'S,41°49'W,,,3626,
378,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RESENDE/RJ,439.89,22°27'S,44°27'W,,,3652,
379,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PICO DO COUTO/RJ,1777.00,22°27'S,43°17'W,,,3644,
380,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VALENÇA/RJ,367.00,22°21'S,43°42'W,,,3678,
381,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TERESÓPOLIS/RJ,980.00,22°26'S,42°59'W,,,3675,
382,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PARATÍ/RJ,4.00,23°13'S,44°43'W,,,3642,
383,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO TOMÉ/RJ,8.00,22°02'S,41°03'W,,,3604,
384,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VILA MILITAR/RJ,45.00,22°51'S,43°24'W,,,3657,
385,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE NOVA FRIBURGO/RJ,1046.00,22°19'S,42°40'W,,,3638,
386,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TRÊS RIOS /RJ,305.00,22°09'S,43°20'W,,,3677,
387,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RIO CLARO/RJ,516.00,22°65'S,44°04'W,,,3654,
388,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FORTE DE COPACABANA/RJ,45.00,22°59'S,43°11'W,,,3657,
389,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JACAREPAGUA/RJ,19.00,22°59'S,43°22'W,,,3657,
390,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SILVA JARDIM/RJ,19.00,22°64'S,42°41'W,,,3672,
391,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SAQUAREMA/RJ,16.00,22°87'S,42°60'W,,,3670,
392,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SAO PAULO/SP,792.06,23°30'S,46°37'W,,,5269,
393,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BAURU/SP,550.00,22°18'S,49°42'W,,,4772,
394,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CAMPOS DO JORDÃO/SP,1642.00,22°45'S,45°36'W,,,4815,
395,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRESIDENTE PRUDENTE/SP,435.55,22°07'S,51°24'W,,,5171,
396,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE FRANCA/SP,1026.00,20°34'S,47°22'W,,,4892,
397,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SÃO CARLOS/SP,863.00,21°57'S,47°52'W,,,5253,
398,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IGUAPE/SP,3.00,24°42'S,47°33'W,,,4938,
399,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE SOROCABA/SP,609.00,23°21'S,47°40'W,,,5288,
400,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAPEVA/SP,707.00,23°58'S,48°51'W,,,4963,
401,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S. MIG. ARCANJO/SP,678.00,23°51'S,48°09'W,,,5268,
402,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE OURINHOS/SP,448.00,22°57'S,49°51'W,,,5097,
403,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE RANCHARIA/SP,350.00,22°22'S,50°58'W,,,5180,
404,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE AVARÉ/SP,654.00,23°04'S,48°53'W,,,4756,
405,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PIRACICABA/SP,573.00,22°42'S,47°37'W,,,5140,
406,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE LINS/SP,459.00,21°39'S,49°44'W,,,5012,
407,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE TAUBATÉ/SP,571.00,23°02'S,45°31'W,,,5311,
408,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VOTUPORANGA/SP,486.00,20°24'S,49°57'W,,,5348,
409,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JALES/SP,457.00,20°09'S,50°35'W,,,4988,
410,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE VALPARAISO/SP,374.00,21°19'S,50°55'W,,,5337,
411,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE JOSÉ BONIFÁCIO/SP,405.00,21°02'S,49°41'W,,,4997,
412,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ARIRANHA/SP,525.00,21°07'S,48°50'W,,,4747,
413,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IBITINGA/SP,492.00,21°51'S,48°48'W,,,4931,
414,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASA BRANCA/SP,730.00,21°46'S,47°04'W,,,4828,
415,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITAPIRA/SP,633.00,22°24'S,46°48'W,,,4965,
416,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE S LUIS DO PARAITINGA/SP,874.00,23°13'S,45°25'W,,,5266,
417,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRA BONITA/SP,544.00,22°20'S,48°33'W,,,4764,
418,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE MOELA/SP,45.00,24°02'S,46°15'W,,,4918,
419,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRA DO TURVO/SP,667.00,24°57'S,48°24'W,,,4766,
420,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE PRADÓPOLIS/SP,544.00,21°20'S,48°06'W,,,5165,
421,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARRETOS/SP,533.00,20°33'S,48°32'W,,,4767,
422,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE ITUVERAVA/SP,600.00,20°21'S,47°46'W,,,4981,
423,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE BARUERI/SP,791.00,23°31'S,46°52'W,,,4769,
424,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CURITIBA/PR,923.50,25°26'S,49°13'W,,,2877,
425,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE IVAÍ/PR,808.00,25°00'S,50°51'W,,,2946,
426,ESTAÇÃO METEOROLÓGICA AUTOMATICA DE CASTRO/PR,1007.76,24°47'S,49°59'W,,,2853,
